"analysis_id","qc_type","batch_id","conc"
1,"SPL",1,1007.8237697913729
2,"SPL",1,1044.0108339009935
3,"SPL",1,1226.0558758144687
4,"SPL",1,1080.3907715833632
5,"SPL",1,1089.4212342252235
6,"SPL",1,1251.1483422164174
7,"SPL",1,1128.8789166044833
8,"SPL",1,959.4219107681957
9,"SPL",1,1020.3779902707851
10,"BQC",1,1094.6594295471778
11,"SPL",1,1217.7223227839904
12,"SPL",1,1134.4095942471504
13,"SPL",1,1141.610812803943
14,"SPL",1,1115.6980092991366
15,"SPL",1,1052.1315363407248
16,"SPL",1,1289.4819486853755
17,"SPL",1,1163.6389747435796
18,"SPL",1,920.243046463366
19,"SPL",1,1190.0779704463657
20,"BQC",1,1113.9250233096145
21,"SPL",1,1019.1925702227434
22,"SPL",1,1107.170888282807
23,"SPL",1,1029.3451502966927
24,"SPL",1,1062.0167220441658
25,"SPL",1,1075.3444647449778
26,"SPL",1,972.103170378755
27,"SPL",1,1227.4561504425149
28,"SPL",1,1161.8998129606725
29,"SPL",1,1035.6132542874414
30,"BQC",1,979.689758695852
31,"SPL",1,1197.7375884356786
32,"SPL",1,1128.3823778345677
33,"SPL",1,1250.177020779664
34,"SPL",1,1251.228609095035
35,"SPL",1,1248.299365738808
36,"SPL",1,1237.705792409497
37,"SPL",1,1226.9078809452108
38,"SPL",1,1167.9724657895435
39,"SPL",1,1146.187404574986
40,"BQC",1,1066.7320301267462
41,"SPL",1,1112.4679749418485
42,"SPL",1,1163.6806280805572
43,"SPL",1,1060.4363474714035
44,"SPL",1,1406.344525648617
45,"SPL",1,1312.6867788625145
46,"SPL",1,1081.9894655492965
47,"SPL",1,1156.3890795387729
48,"SPL",1,1152.356168808994
49,"SPL",1,1279.3286748020628
50,"BQC",1,920.5586173685124
51,"SPL",1,1231.1815903243362
52,"SPL",1,1205.2010546746671
53,"SPL",1,1205.9387419908778
54,"SPL",1,1349.2195990338964
55,"SPL",1,1191.8788486473427
56,"SPL",1,1368.1620553945818
57,"SPL",1,1063.6607202666398
58,"SPL",1,1278.9798357139791
59,"SPL",1,1234.8473054476112
60,"BQC",1,1160.1371254019573
61,"SPL",1,1264.1936232067865
62,"SPL",1,1177.8207641615163
63,"SPL",1,1196.5148881067973
64,"SPL",1,1129.7192433833607
65,"SPL",1,1126.0970185534961
66,"SPL",1,1265.2861456191022
67,"SPL",1,1281.3687673957813
68,"SPL",1,1243.4196856673366
69,"SPL",1,1331.8740570068599
70,"BQC",1,1039.348000921557
71,"SPL",1,1193.4684969839154
72,"SPL",1,1013.0502533738633
73,"SPL",1,1345.891637081916
74,"SPL",1,1175.7031318158422
75,"SPL",1,1179.0822242674933
76,"SPL",1,1351.6542411378323
77,"SPL",1,1221.7876595719802
78,"SPL",1,1129.3145919613057
79,"SPL",1,1270.5913813949965
80,"BQC",1,979.6774276804133
81,"SPL",1,1255.0455348397506
82,"SPL",1,1293.9300685024132
83,"SPL",1,1219.2212038862458
84,"SPL",1,1321.5620865236817
85,"SPL",1,1235.8648373729163
86,"SPL",1,1291.8323924552712
87,"SPL",1,1369.0302559148704
88,"SPL",1,1303.507945746455
89,"SPL",1,1227.9912033407454
90,"BQC",1,1083.148027109311
91,"SPL",1,1360.9766669602066
92,"SPL",1,1316.9130718859597
93,"SPL",1,1286.3442479134721
94,"SPL",1,1200.0286700467884
95,"SPL",1,1399.1831437537962
96,"SPL",1,1203.340905015149
97,"SPL",1,1482.2994093923276
98,"SPL",1,1416.9766509453682
99,"SPL",1,1240.245225275242
100,"BQC",1,975.9816499602164
101,"SPL",1,1192.8244474554954
102,"SPL",1,1289.5036321009427
103,"SPL",1,1239.0464004806117
104,"SPL",1,1228.8118501508966
105,"SPL",1,1168.2050070033602
106,"SPL",1,1258.6151264199034
107,"SPL",1,1184.328830705018
108,"SPL",1,1095.6768807435144
109,"SPL",1,1224.0507239063763
110,"BQC",1,944.3408636151227
111,"SPL",1,1203.5952058533555
112,"SPL",1,1321.3807941163714
113,"SPL",1,1098.2015258341585
114,"SPL",1,1253.7901580474818
115,"SPL",1,1310.594916458048
116,"SPL",1,1288.0288297714628
117,"SPL",1,1267.6920510866928
118,"SPL",1,1192.216606234949
119,"SPL",1,1170.431593786422
120,"BQC",1,977.9758723985861
121,"SPL",1,1265.2533628567085
122,"SPL",1,1157.7135720016013
123,"SPL",1,1202.3306188166923
124,"SPL",1,1224.6557410572564
125,"SPL",1,1433.4833046913832
126,"SPL",1,1182.6880957446833
127,"SPL",1,1270.161865302567
128,"SPL",1,1253.1138695920615
129,"SPL",1,1147.7814775249315
130,"BQC",1,1011.485875709551
131,"SPL",1,1385.5866362275708
132,"SPL",1,1284.7977155268077
133,"SPL",1,1242.24255519358
134,"SPL",1,1194.2981062988763
135,"SPL",1,1029.6085593246248
136,"SPL",1,1346.4098625424715
137,"SPL",1,1085.5127746015874
138,"SPL",1,1303.8303775614727
139,"SPL",1,1418.9634663941952
140,"BQC",1,1063.1637229999185
141,"SPL",1,1294.5442108243808
142,"SPL",1,1196.242132122903
143,"SPL",1,1063.3040448358233
144,"SPL",1,1067.0692353114869
145,"SPL",1,1056.3613775941685
146,"SPL",1,1161.3652949962393
147,"SPL",1,1066.1838121328608
148,"SPL",1,1279.0174650175923
149,"SPL",1,1418.0666242621046
150,"BQC",1,976.5278128839203
151,"SPL",1,1282.3822483927731
152,"SPL",1,1278.236387068522
153,"SPL",1,1232.2419620663277
154,"SPL",1,1095.8399022409797
155,"SPL",1,1182.3550632065658
156,"SPL",1,1163.8510455149908
157,"SPL",1,1245.7478824368138
158,"SPL",1,1149.732107017847
159,"SPL",1,1282.169694551079
160,"BQC",1,1002.2379683649982
161,"SPL",1,1284.646711487245
162,"SPL",1,1071.865970282371
163,"SPL",1,1048.1481123714043
164,"SPL",1,1495.6201090856923
165,"SPL",1,1127.1560081834446
166,"SPL",1,1195.964016729131
167,"SPL",1,1227.0722277451157
168,"SPL",1,1112.2863921042876
169,"SPL",1,1209.5757305651557
170,"BQC",1,1073.0865795421964
171,"SPL",1,1130.7320217835406
172,"SPL",1,1155.9562513411674
173,"SPL",1,1143.1557758031745
174,"SPL",1,1356.5226358946804
175,"SPL",1,1066.6388918257135
176,"SPL",1,1028.2487648224371
177,"SPL",1,1138.6846848903879
178,"SPL",1,1162.9936700717303
179,"SPL",1,1172.6207276396547
180,"BQC",1,983.164980131442
181,"SPL",1,1016.6334109764091
182,"SPL",1,1246.260897898946
183,"SPL",1,1081.9397233309744
184,"SPL",1,1027.3026406553183
185,"SPL",1,1087.1626781109583
186,"SPL",1,1087.9980603812771
187,"SPL",1,1215.6217666759887
188,"SPL",1,1110.0073969642574
189,"SPL",1,1173.833590059866
190,"BQC",1,1042.6978557550287
191,"SPL",1,1113.6367692897445
192,"SPL",1,1056.5946843110542
193,"SPL",1,1095.3863870462064
194,"SPL",1,993.2509602078089
195,"SPL",1,948.5616901952923
196,"SPL",1,1276.2137991839254
197,"SPL",1,1133.4108148081475
198,"SPL",1,945.0579082370618
199,"SPL",1,1005.9119911812793
200,"BQC",1,1037.0809327624825
201,"SPL",2,2215.659931564726
202,"SPL",2,2177.6537728951776
203,"SPL",2,2105.083287548257
204,"SPL",2,2151.7950786411134
205,"SPL",2,2110.1943577381403
206,"SPL",2,2113.349877983211
207,"SPL",2,2103.9516055259714
208,"SPL",2,2119.8328661171026
209,"SPL",2,2238.2473799614363
210,"BQC",2,1977.4553280815564
211,"SPL",2,2173.7852823167527
212,"SPL",2,2185.978046281317
213,"SPL",2,2241.3202651281163
214,"SPL",2,2159.722334119769
215,"SPL",2,2141.64967014298
216,"SPL",2,2280.7240925821025
217,"SPL",2,2180.4543735038437
218,"SPL",2,2171.8360387520115
219,"SPL",2,2151.5505393212334
220,"BQC",2,1970.1764236362858
221,"SPL",2,2195.0880785429463
222,"SPL",2,2259.723353160502
223,"SPL",2,2289.2310656524473
224,"SPL",2,2273.9050604344056
225,"SPL",2,2224.9973777876144
226,"SPL",2,2250.6853154680366
227,"SPL",2,2216.844044209952
228,"SPL",2,2220.443118808515
229,"SPL",2,2304.616605312454
230,"BQC",2,1978.456165113672
231,"SPL",2,2365.8424528793676
232,"SPL",2,2267.167726449393
233,"SPL",2,2285.8511622064607
234,"SPL",2,2241.469483969806
235,"SPL",2,2252.775955404669
236,"SPL",2,2218.568886648253
237,"SPL",2,2278.019594891
238,"SPL",2,2310.680285834398
239,"SPL",2,2308.3282571590958
240,"BQC",2,1936.6967510444017
241,"SPL",2,2256.886097381008
242,"SPL",2,2273.0253508222895
243,"SPL",2,2374.5646067210546
244,"SPL",2,2244.3292532405944
245,"SPL",2,2293.479861848804
246,"SPL",2,2398.5924521218867
247,"SPL",2,2299.2704098098334
248,"SPL",2,2236.9739433836717
249,"SPL",2,2272.1757180009126
250,"BQC",2,1991.5201398850354
251,"SPL",2,2286.9330399158825
252,"SPL",2,2277.469849823306
253,"SPL",2,2288.019081697385
254,"SPL",2,2309.1921896816325
255,"SPL",2,2383.8468941663896
256,"SPL",2,2298.549726181196
257,"SPL",2,2355.877851144597
258,"SPL",2,2332.039981520176
259,"SPL",2,2293.2905165704374
260,"BQC",2,2052.4824175104463
261,"SPL",2,2269.2809169430157
262,"SPL",2,2268.7409202037816
263,"SPL",2,2293.3029054801846
264,"SPL",2,2353.4812216313685
265,"SPL",2,2400.469169303445
266,"SPL",2,2360.3586830083705
267,"SPL",2,2273.309794451785
268,"SPL",2,2188.9549913747405
269,"SPL",2,2253.985868164428
270,"BQC",2,2023.3833908055187
271,"SPL",2,2308.4645071642276
272,"SPL",2,2310.4929388485316
273,"SPL",2,2292.578546096397
274,"SPL",2,2184.4437328164236
275,"SPL",2,2292.3859621651513
276,"SPL",2,2223.1285824978404
277,"SPL",2,2249.6099188533244
278,"SPL",2,2239.875962402264
279,"SPL",2,2252.705347037237
280,"BQC",2,1971.1755262717109
281,"SPL",2,2137.8498897239747
282,"SPL",2,2252.836514759834
283,"SPL",2,2229.9911750909173
284,"SPL",2,2191.9807587517653
285,"SPL",2,2205.6448313600745
286,"SPL",2,2200.820084490079
287,"SPL",2,2199.461554279017
288,"SPL",2,2264.6628894258165
289,"SPL",2,2165.801405700552
290,"BQC",2,1984.5943760703026
291,"SPL",2,2223.2332977009287
292,"SPL",2,2211.461892969122
293,"SPL",2,2209.9018701980317
294,"SPL",2,2117.6044173255927
295,"SPL",2,2240.4004277300014
296,"SPL",2,2137.3753615520395
297,"SPL",2,2221.118706138138
298,"SPL",2,2053.9447889004996
299,"SPL",2,2116.2371914325636
300,"BQC",2,2025.8637239602065
301,"SPL",2,2066.800056356673
302,"SPL",2,2058.6163677153413
303,"SPL",2,2043.0219698587
304,"SPL",2,2031.0370503713482
305,"SPL",2,2055.54053357653
306,"SPL",2,2087.7214956736693
307,"SPL",2,1964.2504859664734
308,"SPL",2,2069.3991352306807
309,"SPL",2,2114.5197387616327
310,"BQC",2,2053.2004438747526
311,"SPL",2,2105.681168428527
312,"SPL",2,2072.5236417836522
313,"SPL",2,1942.4817271584213
314,"SPL",2,1992.952911989774
315,"SPL",2,1999.7183531902933
316,"SPL",2,2046.877417571184
317,"SPL",2,2000.8919215252147
318,"SPL",2,1937.8165501646376
319,"SPL",2,2079.6488971246245
320,"BQC",2,1989.0499441862207
321,"SPL",2,1996.9899063091684
322,"SPL",2,2041.0472499686587
323,"SPL",2,1908.351710335754
324,"SPL",2,2003.6100592853084
325,"SPL",2,1939.8367661062077
326,"SPL",2,1995.7222944501325
327,"SPL",2,1954.1902802016798
328,"SPL",2,1984.723789267079
329,"SPL",2,2015.8481685697313
330,"BQC",2,1954.5028435386866
331,"SPL",2,1992.415570942292
332,"SPL",2,1878.5922651156657
333,"SPL",2,1898.5772450666568
334,"SPL",2,2007.4323711422571
335,"SPL",2,1947.3285968330947
336,"SPL",2,1823.0124666075033
